user_id,imdb_title_id,rating
user_1,tt0044121,7
user_1,tt0044333,6
user_1,tt0044706,7
user_1,tt0044741,7
user_1,tt0045152,10
user_1,tt0045339,10
user_1,tt0045758,5
user_1,tt0045793,7
user_1,tt0046022,9
user_1,tt0046183,8
user_1,tt0046250,9
user_1,tt0046268,8
user_1,tt0046269,7
user_1,tt0046303,6
user_1,tt0046816,9
user_1,tt0046912,7
user_1,tt0047034,7
user_1,tt0047296,7
user_1,tt0047396,8
user_1,tt0047437,9
user_1,tt0047472,9
user_1,tt0047478,8
user_1,tt0047528,9
user_1,tt0048028,8
user_1,tt0048280,9
user_1,tt0048281,7
user_1,tt0048347,9
user_1,tt0048499,10
user_1,tt0048545,9
user_1,tt0048728,8
user_1,tt0048750,8
user_1,tt0048820,7
user_1,tt0049223,8
user_1,tt0049366,9
user_1,tt0049406,8
user_1,tt0049408,7
user_1,tt0049710,8
user_1,tt0049730,8
user_1,tt0049830,7
user_1,tt0049833,6
user_1,tt0049966,8
user_1,tt0050083,8
user_1,tt0050212,8
user_1,tt0050379,7
user_1,tt0050419,9
user_1,tt0050480,4
user_1,tt0050613,9
user_1,tt0050658,7
user_1,tt0050815,8
user_1,tt0050825,9
user_1,tt0050976,7
user_1,tt0050986,8
user_1,tt0051066,7
user_1,tt0051201,7
user_1,tt0051207,7
user_1,tt0051429,6
user_1,tt0051459,10
user_1,tt0051588,8
user_1,tt0051629,8
user_1,tt0051658,7
user_1,tt0051744,6
user_1,tt0051983,7
user_1,tt0052311,7
user_1,tt0052325,6
user_1,tt0052357,8
user_1,tt0052365,6
user_1,tt0052561,9
user_1,tt0052600,8
user_1,tt0052618,8
user_1,tt0052738,7
user_1,tt0052893,8
user_1,tt0053125,8
user_1,tt0053183,8
user_1,tt0053198,10
user_1,tt0053221,8
user_1,tt0053285,8
user_1,tt0053291,7
user_1,tt0053455,7
user_1,tt0053459,7
user_1,tt0053604,8
user_1,tt0053947,6
user_1,tt0054047,10
user_1,tt0054215,7
user_1,tt0054269,7
user_1,tt0054303,6
user_1,tt0054331,7
user_1,tt0054416,9
user_1,tt0054632,6
user_1,tt0054652,8
user_1,tt0054687,9
user_1,tt0054698,7
user_1,tt0054890,7
user_1,tt0054953,7
user_1,tt0054997,8
user_1,tt0055031,8
user_1,tt0055032,7
user_1,tt0055100,7
user_1,tt0055184,7
user_1,tt0055207,6
user_1,tt0055254,7
user_1,tt0055304,7
user_1,tt0055597,10
user_1,tt0055614,9
user_1,tt0055630,10
user_1,tt0055824,8
user_1,tt0055895,7
user_1,tt0055928,7
user_1,tt0056058,8
user_1,tt0056059,8
user_1,tt0056172,8
user_1,tt0056193,8
user_1,tt0056197,9
user_1,tt0056217,9
user_1,tt0056265,5
user_1,tt0056443,9
user_1,tt0056576,6
user_1,tt0056592,8
user_1,tt0056732,7
user_1,tt0056801,8
user_1,tt0056869,10
user_1,tt0056923,7
user_1,tt0057012,10
user_1,tt0057076,7
user_1,tt0057091,7
user_1,tt0057115,9
user_1,tt0057122,4
user_1,tt0057128,5
user_1,tt0057129,9
user_1,tt0057193,8
user_1,tt0057197,9
user_1,tt0057372,8
user_1,tt0057427,9
user_1,tt0057546,8
user_1,tt0057591,7
user_1,tt0057869,8
user_1,tt0058150,9
user_1,tt0058329,7
user_1,tt0058331,8
user_1,tt0058385,7
user_1,tt0058404,9
user_1,tt0058430,6
user_1,tt0058461,7
user_1,tt0058586,7
user_1,tt0058898,9
user_1,tt0058946,8
user_1,tt0058947,5
user_1,tt0059113,10
user_1,tt0059183,10
user_1,tt0059245,4
user_1,tt0059287,4
user_1,tt0059440,7
user_1,tt0059550,9
user_1,tt0059578,9
user_1,tt0059646,8
user_1,tt0059711,8
user_1,tt0059742,6
user_1,tt0059798,9
user_1,tt0059800,8
user_1,tt0059868,6
user_1,tt0060086,8
user_1,tt0060176,8
user_1,tt0060196,7
user_1,tt0060232,7
user_1,tt0060302,4
user_1,tt0060390,7
user_1,tt0060450,7
user_1,tt0060600,6
user_1,tt0060782,6
user_1,tt0060827,7
user_1,tt0061138,7
user_1,tt0061177,7
user_1,tt0061391,7
user_1,tt0061418,7
user_1,tt0061512,7
user_1,tt0061619,7
user_1,tt0061722,8
user_1,tt0061852,7
user_1,tt0062136,8
user_1,tt0062185,9
user_1,tt0062229,9
user_1,tt0062376,8
user_1,tt0062467,9
user_1,tt0062512,8
user_1,tt0062622,7
user_1,tt0062711,5
user_1,tt0062765,6
user_1,tt0062974,8
user_1,tt0063350,8
user_1,tt0063385,8
user_1,tt0063442,7
user_1,tt0063458,9
user_1,tt0063462,8
user_1,tt0063522,6
user_1,tt0063612,6
user_1,tt0063674,7
user_1,tt0063688,8
user_1,tt0063845,7
user_1,tt0064072,4
user_1,tt0064088,4
user_1,tt0064100,6
user_1,tt0064110,6
user_1,tt0064115,7
user_1,tt0064116,8
user_1,tt0064541,8
user_1,tt0064665,6
user_1,tt0064757,8
user_1,tt0064785,8
user_1,tt0064840,7
user_1,tt0065214,9
user_1,tt0065421,9
user_1,tt0065462,6
user_1,tt0065465,6
user_1,tt0065528,7
user_1,tt0065531,7
user_1,tt0065670,7
user_1,tt0065724,8
user_1,tt0065851,6
user_1,tt0066011,7
user_1,tt0066026,9
user_1,tt0066050,4
user_1,tt0066206,9
user_1,tt0066344,8
user_1,tt0066434,7
user_1,tt0066534,9
user_1,tt0066728,7
user_1,tt0066832,6
user_1,tt0066895,7
user_1,tt0066921,9
user_1,tt0066968,8
user_1,tt0066995,6
user_1,tt0066999,7
user_1,tt0067009,6
user_1,tt0067065,7
user_1,tt0067116,9
user_1,tt0067176,5
user_1,tt0067185,7
user_1,tt0067314,6
user_1,tt0067328,8
user_1,tt0067482,9
user_1,tt0067741,7
user_1,tt0067800,6
user_1,tt0067900,7
user_1,tt0067927,8
user_1,tt0067959,9
user_1,tt0067992,10
user_1,tt0068361,8
user_1,tt0068421,9
user_1,tt0068473,9
user_1,tt0068555,7
user_1,tt0068646,8
user_1,tt0068817,8
user_1,tt0068833,6
user_1,tt0069031,7
user_1,tt0069095,8
user_1,tt0069281,9
user_1,tt0069282,7
user_1,tt0069293,9
user_1,tt0069452,9
user_1,tt0069704,8
user_1,tt0069762,9
user_1,tt0069897,7
user_1,tt0069947,8
user_1,tt0070016,7
user_1,tt0070034,7
user_1,tt0070047,9
user_1,tt0070077,8
user_1,tt0070085,7
user_1,tt0070233,8
user_1,tt0070239,10
user_1,tt0070294,9
user_1,tt0070328,6
user_1,tt0070355,7
user_1,tt0070379,7
user_1,tt0070468,8
user_1,tt0070511,8
user_1,tt0070605,7
user_1,tt0070608,8
user_1,tt0070666,9
user_1,tt0070698,8
user_1,tt0070723,7
user_1,tt0070735,8
user_1,tt0070825,7
user_1,tt0070847,6
user_1,tt0070909,7
user_1,tt0070917,7
user_1,tt0071110,6
user_1,tt0071111,7
user_1,tt0071129,9
user_1,tt0071230,6
user_1,tt0071275,7
user_1,tt0071315,8
user_1,tt0071360,7
user_1,tt0071487,6
user_1,tt0071562,10
user_1,tt0071722,4
user_1,tt0071807,7
user_1,tt0071853,7
user_1,tt0071877,7
user_1,tt0071970,8
user_1,tt0072263,6
user_1,tt0072271,7
user_1,tt0072431,8
user_1,tt0072684,9
user_1,tt0072732,8
user_1,tt0072890,7
user_1,tt0072926,7
user_1,tt0073092,6
user_1,tt0073195,9
user_1,tt0073453,7
user_1,tt0073486,8
user_1,tt0073629,9
user_1,tt0073631,6
user_1,tt0073707,8
user_1,tt0073802,6
user_1,tt0074119,9
user_1,tt0074121,7
user_1,tt0074252,9
user_1,tt0074285,8
user_1,tt0074486,8
user_1,tt0074559,6
user_1,tt0074686,7
user_1,tt0074798,7
user_1,tt0074811,10
user_1,tt0074812,8
user_1,tt0074860,9
user_1,tt0074896,9
user_1,tt0074899,7
user_1,tt0074958,8
user_1,tt0074991,7
user_1,tt0075005,7
user_1,tt0075024,8
user_1,tt0075029,8
user_1,tt0075066,8
user_1,tt0075148,7
user_1,tt0075265,8
user_1,tt0075276,9
user_1,tt0075314,8
user_1,tt0075467,10
user_1,tt0075686,9
user_1,tt0075802,7
user_1,tt0075860,10
user_1,tt0075909,4
user_1,tt0076009,4
user_1,tt0076141,7
user_1,tt0076162,8
user_1,tt0076176,6
user_1,tt0076216,8
user_1,tt0076517,8
user_1,tt0076590,8
user_1,tt0076636,6
user_1,tt0076666,7
user_1,tt0076723,8
user_1,tt0076752,8
user_1,tt0076759,8
user_1,tt0076786,6
user_1,tt0077276,7
user_1,tt0077288,9
user_1,tt0077294,7
user_1,tt0077381,7
user_1,tt0077383,8
user_1,tt0077402,8
user_1,tt0077405,6
user_1,tt0077413,8
user_1,tt0077416,7
user_1,tt0077523,6
user_1,tt0077631,7
user_1,tt0077651,7
user_1,tt0077766,6
user_1,tt0077834,4
user_1,tt0077975,8
user_1,tt0078346,7
user_1,tt0078748,6
user_1,tt0078767,6
user_1,tt0078788,8
user_1,tt0078841,7
user_1,tt0078857,7
user_1,tt0078935,6
user_1,tt0078978,5
user_1,tt0079098,8
user_1,tt0079116,7
user_1,tt0079367,7
user_1,tt0079417,7
user_1,tt0079470,7
user_1,tt0079501,6
user_1,tt0079522,8
user_1,tt0079540,6
user_1,tt0079574,8
user_1,tt0079588,7
user_1,tt0079615,8
user_1,tt0079672,7
user_1,tt0079766,10
user_1,tt0079813,7
user_1,tt0079817,6
user_1,tt0079944,7
user_1,tt0079945,6
user_1,tt0080057,9
user_1,tt0080120,8
user_1,tt0080149,7
user_1,tt0080339,8
user_1,tt0080421,4
user_1,tt0080455,8
user_1,tt0080487,7
user_1,tt0080678,8
user_1,tt0080684,8
user_1,tt0080736,7
user_1,tt0080745,8
user_1,tt0080749,6
user_1,tt0080761,6
user_1,tt0081070,7
user_1,tt0081383,6
user_1,tt0081398,10
user_1,tt0081505,8
user_1,tt0081546,7
user_1,tt0081554,9
user_1,tt0081573,8
user_1,tt0081633,6
user_1,tt0081672,8
user_1,tt0082010,9
user_1,tt0082096,9
user_1,tt0082158,7
user_1,tt0082176,6
user_1,tt0082198,7
user_1,tt0082242,7
user_1,tt0082340,7
user_1,tt0082348,7
user_1,tt0082398,6
user_1,tt0082406,8
user_1,tt0082432,7
user_1,tt0082495,6
user_1,tt0082533,7
user_1,tt0082694,7
user_1,tt0082782,6
user_1,tt0082817,6
user_1,tt0082846,8
user_1,tt0082869,8
user_1,tt0082971,7
user_1,tt0082979,9
user_1,tt0083284,5
user_1,tt0083511,7
user_1,tt0083564,7
user_1,tt0083658,8
user_1,tt0083767,7
user_1,tt0083791,6
user_1,tt0083866,8
user_1,tt0083907,6
user_1,tt0083908,7
user_1,tt0083922,9
user_1,tt0083929,9
user_1,tt0083944,6
user_1,tt0083946,7
user_1,tt0083972,6
user_1,tt0083987,9
user_1,tt0084028,4
user_1,tt0084210,7
user_1,tt0084293,9
user_1,tt0084434,7
user_1,tt0084503,8
user_1,tt0084504,7
user_1,tt0084516,7
user_1,tt0084602,7
user_1,tt0084694,5
user_1,tt0084726,8
user_1,tt0084787,8
user_1,tt0084805,9
user_1,tt0084827,7
user_1,tt0084843,7
user_1,tt0084865,8
user_1,tt0084934,9
user_1,tt0085253,5
user_1,tt0085255,7
user_1,tt0085327,6
user_1,tt0085334,9
user_1,tt0085407,8
user_1,tt0085542,6
user_1,tt0085701,7
user_1,tt0085811,6
user_1,tt0085913,9
user_1,tt0085959,8
user_1,tt0085970,7
user_1,tt0085995,7
user_1,tt0086006,6
user_1,tt0086022,9
user_1,tt0086034,7
user_1,tt0086066,7
user_1,tt0086190,9
user_1,tt0086200,7
user_1,tt0086205,5
user_1,tt0086250,6
user_1,tt0086312,7
user_1,tt0086393,6
user_1,tt0086423,9
user_1,tt0086425,7
user_1,tt0086443,7
user_1,tt0086465,8
user_1,tt0086491,5
user_1,tt0086541,8
user_1,tt0086567,8
user_1,tt0086646,7
user_1,tt0086837,7
user_1,tt0086856,7
user_1,tt0086879,9
user_1,tt0086960,9
user_1,tt0086979,9
user_1,tt0087003,7
user_1,tt0087050,4
user_1,tt0087078,6
user_1,tt0087175,6
user_1,tt0087182,8
user_1,tt0087197,5
user_1,tt0087229,6
user_1,tt0087277,5
user_1,tt0087332,7
user_1,tt0087363,7
user_1,tt0087469,6
user_1,tt0087538,6
user_1,tt0087544,8
user_1,tt0087597,5
user_1,tt0087720,7
user_1,tt0087795,4
user_1,tt0087799,6
user_1,tt0087800,7
user_1,tt0087803,7
user_1,tt0087843,9
user_1,tt0087884,8
user_1,tt0087892,7
user_1,tt0087909,8
user_1,tt0087910,6
user_1,tt0087928,5
user_1,tt0087995,8
user_1,tt0088011,7
user_1,tt0088128,9
user_1,tt0088170,7
user_1,tt0088247,9
user_1,tt0088258,9
user_1,tt0088272,5
user_1,tt0088323,7
user_1,tt0088338,8
user_1,tt0088680,8
user_1,tt0088763,9
user_1,tt0088772,2
user_1,tt0088846,9
user_1,tt0088847,8
user_1,tt0088889,7
user_1,tt0088930,6
user_1,tt0088939,9
user_1,tt0088944,6
user_1,tt0088967,5
user_1,tt0088987,7
user_1,tt0088993,7
user_1,tt0089155,5
user_1,tt0089175,8
user_1,tt0089218,7
user_1,tt0089338,5
user_1,tt0089393,6
user_1,tt0089457,8
user_1,tt0089530,8
user_1,tt0089555,7
user_1,tt0089652,5
user_1,tt0089670,7
user_1,tt0089755,7
user_1,tt0089822,5
user_1,tt0089880,8
user_1,tt0089881,8
user_1,tt0089885,5
user_1,tt0089893,6
user_1,tt0089907,8
user_1,tt0089927,6
user_1,tt0090094,5
user_1,tt0090103,8
user_1,tt0090110,7
user_1,tt0090142,5
user_1,tt0090329,9
user_1,tt0090555,8
user_1,tt0090568,5
user_1,tt0090605,9
user_1,tt0090728,8
user_1,tt0090756,7
user_1,tt0090763,4
user_1,tt0090859,7
user_1,tt0090863,7
user_1,tt0090887,6
user_1,tt0090967,8
user_1,tt0091042,8
user_1,tt0091059,7
user_1,tt0091064,7
user_1,tt0091149,7
user_1,tt0091159,7
user_1,tt0091167,7
user_1,tt0091187,6
user_1,tt0091203,7
user_1,tt0091209,8
user_1,tt0091225,5
user_1,tt0091251,8
user_1,tt0091306,8
user_1,tt0091369,9
user_1,tt0091419,8
user_1,tt0091474,8
user_1,tt0091530,6
user_1,tt0091541,7
user_1,tt0091605,8
user_1,tt0091651,7
user_1,tt0091671,6
user_1,tt0091763,7
user_1,tt0091790,7
user_1,tt0091860,8
user_1,tt0091949,6
user_1,tt0091954,6
user_1,tt0092005,7
user_1,tt0092007,7
user_1,tt0092067,9
user_1,tt0092086,7
user_1,tt0092099,7
user_1,tt0092199,4
user_1,tt0092214,6
user_1,tt0092494,8
user_1,tt0092563,7
user_1,tt0092636,7
user_1,tt0092644,6
user_1,tt0092666,5
user_1,tt0092675,7
user_1,tt0092795,5
user_1,tt0092855,8
user_1,tt0092890,6
user_1,tt0092965,8
user_1,tt0092983,5
user_1,tt0092991,7
user_1,tt0093010,6
user_1,tt0093044,5
user_1,tt0093058,10
user_1,tt0093091,4
user_1,tt0093105,7
user_1,tt0093137,8
user_1,tt0093177,8
user_1,tt0093191,8
user_1,tt0093300,4
user_1,tt0093409,10
user_1,tt0093415,6
user_1,tt0093416,7
user_1,tt0093428,6
user_1,tt0093437,6
user_1,tt0093505,6
user_1,tt0093565,6
user_1,tt0093603,8
user_1,tt0093605,7
user_1,tt0093629,8
user_1,tt0093664,6
user_1,tt0093748,10
user_1,tt0093756,5
user_1,tt0093773,7
user_1,tt0093777,6
user_1,tt0093779,9
user_1,tt0093822,8
user_1,tt0093870,8
user_1,tt0093894,8
user_1,tt0094012,9
user_1,tt0094025,7
user_1,tt0094027,8
user_1,tt0094035,7
user_1,tt0094138,8
user_1,tt0094226,8
user_1,tt0094291,7
user_1,tt0094321,5
user_1,tt0094332,7
user_1,tt0094602,4
user_1,tt0094608,7
user_1,tt0094625,6
user_1,tt0094715,7
user_1,tt0094716,7
user_1,tt0094721,10
user_1,tt0094737,6
user_1,tt0094739,6
user_1,tt0094793,7
user_1,tt0094812,7
user_1,tt0094862,8
user_1,tt0094889,5
user_1,tt0094894,9
user_1,tt0094898,7
user_1,tt0094910,4
user_1,tt0094947,8
user_1,tt0094963,6
user_1,tt0095016,10
user_1,tt0095094,6
user_1,tt0095107,5
user_1,tt0095159,8
user_1,tt0095188,5
user_1,tt0095253,8
user_1,tt0095271,7
user_1,tt0095327,7
user_1,tt0095467,9
user_1,tt0095489,9
user_1,tt0095497,8
user_1,tt0095519,5
user_1,tt0095525,6
user_1,tt0095593,7
user_1,tt0095631,8
user_1,tt0095647,10
user_1,tt0095675,8
user_1,tt0095684,7
user_1,tt0095687,5
user_1,tt0095705,8
user_1,tt0095765,8
user_1,tt0095936,8
user_1,tt0095953,8
user_1,tt0095956,6
user_1,tt0096018,8
user_1,tt0096022,6
user_1,tt0096037,6
user_1,tt0096046,5
user_1,tt0096061,7
user_1,tt0096071,5
user_1,tt0096101,5
user_1,tt0096209,7
user_1,tt0096256,6
user_1,tt0096283,9
user_1,tt0096288,7
user_1,tt0096320,6
user_1,tt0096438,8
user_1,tt0096446,7
user_1,tt0096734,7
user_1,tt0096754,8
user_1,tt0096787,8
user_1,tt0096874,9
user_1,tt0096895,9
user_1,tt0096928,7
user_1,tt0096933,6
user_1,tt0096969,8
user_1,tt0097027,6
user_1,tt0097108,7
user_1,tt0097162,6
user_1,tt0097165,8
user_1,tt0097216,9
user_1,tt0097236,8
user_1,tt0097239,9
user_1,tt0097351,8
user_1,tt0097353,7
user_1,tt0097366,6
user_1,tt0097428,5
user_1,tt0097441,10
user_1,tt0097474,5
user_1,tt0097481,7
user_1,tt0097493,7
user_1,tt0097523,6
user_1,tt0097576,8
user_1,tt0097637,6
user_1,tt0097659,9
user_1,tt0097676,6
user_1,tt0097728,7
user_1,tt0097733,7
user_1,tt0097742,7
user_1,tt0097757,9
user_1,tt0097758,7
user_1,tt0097775,5
user_1,tt0097814,8
user_1,tt0097815,7
user_1,tt0097937,7
user_1,tt0097958,8
user_1,tt0098068,7
user_1,tt0098073,6
user_1,tt0098084,7
user_1,tt0098115,8
user_1,tt0098180,7
user_1,tt0098253,7
user_1,tt0098258,6
user_1,tt0098343,5
user_1,tt0098356,5
user_1,tt0098382,5
user_1,tt0098384,6
user_1,tt0098536,7
user_1,tt0098554,9
user_1,tt0098627,6
user_1,tt0098635,7
user_1,tt0098660,4
user_1,tt0098966,7
user_1,tt0099077,7
user_1,tt0099088,8
user_1,tt0099253,6
user_1,tt0099329,5
user_1,tt0099348,8
user_1,tt0099349,6
user_1,tt0099365,6
user_1,tt0099371,6
user_1,tt0099392,7
user_1,tt0099422,6
user_1,tt0099423,7
user_1,tt0099472,6
user_1,tt0099487,8
user_1,tt0099582,6
user_1,tt0099653,6
user_1,tt0099674,9
user_1,tt0099685,9
user_1,tt0099699,7
user_1,tt0099700,8
user_1,tt0099726,6
user_1,tt0099785,10
user_1,tt0099810,7
user_1,tt0099850,7
user_1,tt0099871,6
user_1,tt0099938,8
user_1,tt0099975,7
user_1,tt0100024,7
user_1,tt0100029,8
user_1,tt0100150,9
user_1,tt0100157,7
user_1,tt0100240,3
user_1,tt0100258,8
user_1,tt0100260,6
user_1,tt0100263,4
user_1,tt0100303,6
user_1,tt0100339,9
user_1,tt0100403,9
user_1,tt0100404,9
user_1,tt0100405,9
user_1,tt0100436,9
user_1,tt0100449,8
user_1,tt0100485,6
user_1,tt0100486,6
user_1,tt0100502,7
user_1,tt0100507,5
user_1,tt0100514,6
user_1,tt0100740,7
user_1,tt0100758,6
user_1,tt0100802,7
user_1,tt0100814,6
user_1,tt0100816,7
user_1,tt0100935,8
user_1,tt0100944,8
user_1,tt0100994,8
user_1,tt0101258,9
user_1,tt0101272,8
user_1,tt0101318,8
user_1,tt0101329,5
user_1,tt0101393,4
user_1,tt0101410,7
user_1,tt0101414,9
user_1,tt0101452,7
user_1,tt0101507,8
user_1,tt0101540,6
user_1,tt0101587,6
user_1,tt0101700,7
user_1,tt0101733,7
user_1,tt0101738,4
user_1,tt0101745,6
user_1,tt0101757,8
user_1,tt0101761,8
user_1,tt0101765,8
user_1,tt0101862,8
user_1,tt0101889,7
user_1,tt0101902,7
user_1,tt0101921,6
user_1,tt0101969,8
user_1,tt0102048,7
user_1,tt0102057,7
user_1,tt0102059,7
user_1,tt0102138,7
user_1,tt0102250,7
user_1,tt0102266,8
user_1,tt0102303,5
user_1,tt0102432,5
user_1,tt0102492,7
user_1,tt0102510,7
user_1,tt0102587,7
user_1,tt0102603,6
user_1,tt0102609,7
user_1,tt0102629,9
user_1,tt0102685,8
user_1,tt0102789,6
user_1,tt0102798,7
user_1,tt0102803,5
user_1,tt0102820,9
user_1,tt0102926,8
user_1,tt0102975,7
user_1,tt0103064,8
user_1,tt0103074,6
user_1,tt0103112,6
user_1,tt0103239,5
user_1,tt0103241,6
user_1,tt0103295,8
user_1,tt0103639,9
user_1,tt0103644,7
user_1,tt0103681,7
user_1,tt0103772,9
user_1,tt0103776,7
user_1,tt0103786,5
user_1,tt0103793,9
user_1,tt0103855,6
user_1,tt0103873,7
user_1,tt0103874,8
user_1,tt0103919,6
user_1,tt0103994,8
user_1,tt0104036,9
user_1,tt0104070,6
user_1,tt0104187,6
user_1,tt0104231,7
user_1,tt0104257,9
user_1,tt0104265,6
user_1,tt0104291,6
user_1,tt0104299,5
user_1,tt0104316,6
user_1,tt0104348,8
user_1,tt0104431,8
user_1,tt0104437,5
user_1,tt0104454,7
user_1,tt0104522,5
user_1,tt0104558,6
user_1,tt0104561,8
user_1,tt0104573,8
user_1,tt0104652,6
user_1,tt0104662,9
user_1,tt0104663,8
user_1,tt0104691,10
user_1,tt0104694,7
user_1,tt0104695,5
user_1,tt0104714,8
user_1,tt0104779,9
user_1,tt0104797,9
user_1,tt0104815,7
user_1,tt0104868,6
user_1,tt0104952,6
user_1,tt0105104,6
user_1,tt0105112,6
user_1,tt0105121,7
user_1,tt0105128,4
user_1,tt0105226,7
user_1,tt0105236,10
user_1,tt0105249,6
user_1,tt0105265,7
user_1,tt0105323,8
user_1,tt0105327,7
user_1,tt0105417,6
user_1,tt0105435,8
user_1,tt0105654,8
user_1,tt0105665,7
user_1,tt0105690,5
user_1,tt0105695,9
user_1,tt0105698,7
user_1,tt0105750,6
user_1,tt0105793,7
user_1,tt0105839,5
user_1,tt0106226,6
user_1,tt0106308,9
user_1,tt0106332,9
user_1,tt0106333,9
user_1,tt0106375,6
user_1,tt0106387,7
user_1,tt0106489,7
user_1,tt0106519,8
user_1,tt0106538,7
user_1,tt0106579,8
user_1,tt0106582,7
user_1,tt0106611,8
user_1,tt0106673,8
user_1,tt0106677,9
user_1,tt0106697,5
user_1,tt0106701,6
user_1,tt0106856,7
user_1,tt0106912,7
user_1,tt0106918,7
user_1,tt0106965,6
user_1,tt0106977,8
user_1,tt0107034,7
user_1,tt0107048,9
user_1,tt0107120,8
user_1,tt0107131,9
user_1,tt0107144,6
user_1,tt0107206,7
user_1,tt0107207,10
user_1,tt0107211,5
user_1,tt0107289,6
user_1,tt0107290,8
user_1,tt0107362,6
user_1,tt0107426,7
user_1,tt0107438,5
user_1,tt0107468,7
user_1,tt0107501,8
user_1,tt0107507,8
user_1,tt0107614,7
user_1,tt0107617,8
user_1,tt0107659,8
user_1,tt0107688,7
user_1,tt0107719,6
user_1,tt0107808,9
user_1,tt0107818,8
user_1,tt0107822,7
user_1,tt0107943,7
user_1,tt0107953,5
user_1,tt0107977,7
user_1,tt0108052,9
user_1,tt0108053,5
user_1,tt0108065,8
user_1,tt0108122,7
user_1,tt0108160,7
user_1,tt0108162,5
user_1,tt0108174,7
user_1,tt0108186,7
user_1,tt0108211,6
user_1,tt0108255,5
user_1,tt0108308,5
user_1,tt0108358,9
user_1,tt0108394,8
user_1,tt0108399,7
user_1,tt0108429,10
user_1,tt0108473,7
user_1,tt0108550,10
user_1,tt0108560,5
user_1,tt0108569,8
user_1,tt0109015,5
user_1,tt0109040,6
user_1,tt0109093,7
user_1,tt0109219,8
user_1,tt0109303,6
user_1,tt0109327,7
user_1,tt0109402,7
user_1,tt0109444,5
user_1,tt0109445,7
user_1,tt0109446,7
user_1,tt0109456,5
user_1,tt0109506,7
user_1,tt0109520,6
user_1,tt0109683,6
user_1,tt0109686,8
user_1,tt0109707,9
